sid,cid,sidsrcname,sidextid,subssynonym,sidmdate,depdate,depcatg,annotation
46508274,53359,DrugBank,DB02383,TOLRESTAT|DB02383,20200307,20080117,Curation Efforts|Research and Development,NULL
46508275,158781,DrugBank,DB00275,"Olmesartan|DB00275|4-(1-hydroxy-1-methylethyl)-2-propyl-1-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-1H-imidazole-5-carboxylic acid|4-(hydroxy-1-methylethyl)-2-propyl-1-{[2'-(1H-tetrazol-5-yl)-1,1'-biphenyl-4-yl]methyl}-1H-imidazole-5-carboxylic acid",20200307,20080117,Curation Efforts|Research and Development,NULL
46508276,21319,DrugBank,DB00301,"Flucloxacillin|FLOXACILLIN|3-(2-Chloro-6-fluorophenyl)-5-methyl-4-isoxazolylpenicillin|DB00301|(2S,5R,6R)-6-({[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",20200307,20080117,Curation Efforts|Research and Development,NULL
46508277,17753927,DrugBank,DB02899,N-Carboxymethionine|DB02899,20200307,20080117,Curation Efforts|Research and Development,NULL
46508278,4468930,DrugBank,DB03570,TRIS-HYDROXYMETHYL-METHYL-AMMONIUM|DB03570,20200307,20080117,Curation Efforts|Research and Development,NULL
46508279,445736,DrugBank,DB03869,5'-O-(L-Serylsulfamoyl)adenosine|DB03869,20200307,20080117,Curation Efforts|Research and Development,NULL
46508280,5289149,DrugBank,DB04415,3-amino-1-chloro-4-phenyl-butanol-2-yl|DB04415,20200307,20080117,Curation Efforts|Research and Development,NULL
46508281,23327,DrugBank,DB02517,D-glutamic acid|DB02517,20200307,20080117,Curation Efforts|Research and Development,NULL
46508282,657144,DrugBank,DB01935,DB01935|3-{[(1R)-1-BENZYL-2-SULFANYLETHYL]AMINO}-3-OXOPROPANOIC ACID,20200307,20080117,Curation Efforts|Research and Development,NULL
46508283,5162682,DrugBank,DB03328,dioxo(sulfanyl)molybdenum|DB03328,20200307,20080117,Curation Efforts|Research and Development,NULL
46508285,1808,DrugBank,DB01854,5-bromonicotinamide|DB01854,20200307,20080117,Curation Efforts|Research and Development,NULL
46508286,439781,DrugBank,DB01885,D-GALCTOPYRANOSYL-1-ON|DB01885,20200307,20080117,Curation Efforts|Research and Development,NULL
46508287,24763,DrugBank,DB00638,INULIN|DB00638,20200307,20080117,Curation Efforts|Research and Development,NULL
46508288,3035406,DrugBank,DB00520,"Caspofungin|DB00520|(4R,5S)-5-((2-Aminoethyl)amino)-N(sup 2)-(10,12-dimethyltetradecanoyl)-4-hydroxy-L-ornithyl-L-threonyl-trans-4-hydroxy-L-prolyl-(S)-4-hydroxy-4-(p-hydroxyphenyl)-L-threonyl-threo-3-hydroxy-L-ornithyl-trans-3-hydroxy-L-proline cyclic (6-1)-peptide",20200307,20080117,Curation Efforts|Research and Development,NULL
46508289,17754108,DrugBank,DB04437,"Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline|DB04437",20200307,20080117,Curation Efforts|Research and Development,NULL
46508290,62710,DrugBank,DB01522,BETACETYLMETHADOL|DB01522,20210728,20080117,Curation Efforts|Research and Development,NULL
46508291,3715,DrugBank,DB00328,indomethacin|indometacin|1-(p-Chlorobenzoyl)-5-methoxy-2-methylindole-3-acetic acid|DB00328|{1-[(4-chlorophenyl)carbonyl]-5-methoxy-2-methyl-1H-indol-3-yl}acetic acid,20210728,20080117,Curation Efforts|Research and Development,NULL
46508292,447272,DrugBank,DB02397,Tn Antigen|alpha-D-GalNAc-Ser|O-(N-acetyl-alpha-D-galactosaminyl)-L-serine|DB02397,20200307,20080117,Curation Efforts|Research and Development,NULL
46508293,449164,DrugBank,DB02889,"DB02889|4-O-(4,6-DIDEOXY-4-{[4,5,6-TRIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}-BETA-D-LYXO-HEXOPYRANOSYL)-ALPHA-D-ERYTHRO-HEXOPYRANOSE",20200307,20080117,Curation Efforts|Research and Development,NULL
46508294,1633,DrugBank,DB02058,DB02058|3-[4-(1-formylpiperazin-4-yl)-benzylidenyl]-2-indolinone,20210728,20080117,Curation Efforts|Research and Development,NULL
46508295,3821,DrugBank,DB01221,ketamine|dl-Ketamine|Special K|(+-)-Ketamine|(+/-)-Ketamine|NMDA|2-(Methylamino)-2-(2-chlorophenyl)cyclohexanone|2-(o-Chlorophenyl)-2-(methylamino)-cyclohexanone|DB01221|2-(2-Chloro-phenyl)-2-methylamino-cyclohexanone,20200307,20080117,Curation Efforts|Research and Development,NULL
46508296,5311000,DrugBank,DB00240,"alclometasone|7alpha-Chloro-16alpha-methylprednisolone|DB00240|(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione",20200307,20080117,Curation Efforts|Research and Development,NULL
46508297,439236,DrugBank,DB03101,ribose-1-phosphate|DB03101,20200307,20080117,Curation Efforts|Research and Development,NULL
46508298,6453585,DrugBank,DB04451,DB04451|4-METHYLPIPERAZIN-1-YL CARBONYL GROUP,20200307,20080117,Curation Efforts|Research and Development,NULL
46508299,5288801,DrugBank,DB01850,"DB01850|(2S,3S,8S,9S)-3-AMINO-9-METHOXY-2,6,8-TRIMETHYL-10-PHENYLDECA-4,6-DIENOIC ACID",20210728,20080117,Curation Efforts|Research and Development,NULL
46508300,5484727,DrugBank,DB00519,trandolapril|DB00519,20210728,20080117,Curation Efforts|Research and Development,NULL
46508301,6049,DrugBank,DB00974,"EDTA|Edetic acid|Ethylenediaminetetraacetic acid|Ethylenediaminetetraacetate|EDTA, ion(4-)|DB00974|(ethylenedinitrilo)tetraacetic acid, ion(4-)|N,N'-1,2-Ethane diylbis-(N-(carboxymethyl)glycine)|{[-(BIS-CARBOXYMETHYL-AMINO)-ETHYL]-CARBOXYMETHYL-AMINO}-ACETIC ACID|2,2',2'',2'''-(ethane-1,2-diyldinitrilo)tetraacetate",20200307,20080117,Curation Efforts|Research and Development,NULL
46508302,135577894,DrugBank,DB01040,"hydroxystilbamidine isethionate|hydroxystilbamidine isetionate|DB01040|2-hydroxy-4,4'-stilbenedicarboxamidine bis(2-hydroxyethanesulphonate) (salt)",20190207,20080117,Curation Efforts|Research and Development,NULL
46508303,444972,DrugBank,DB01677,"fumaric acid|trans-Butenedioic acid|(E)-2-Butenedioic acid|trans-1,2-Ethylenedicarboxylic acid|(2E)-2-butenedioic acid|trans-but-2-enedioic acid|DB01677",20200307,20080117,Curation Efforts|Research and Development,NULL
46508304,1136,DrugBank,DB02969,4-METHYL-5-THIAZOLEETHANOL|sulfurol|Hemineurine|5-(2-Hydroxyethyl)-4-methylthiazole|4-Methyl-5-thiazolethanol|4-Methyl-5-hydroxethylthiazole|4-Methyl-5-(2-hydroxyethyl)thiazole|DB02969,20200307,20080117,Curation Efforts|Research and Development,NULL
46508305,5852,DrugBank,DB00859,"D-Penicillamine|penicillamine|D-(-)-Penicillamine|3-Mercapto-D-valine|(-)-Penicillamine|(S)-3,3-Dimethylcysteine|D-beta,beta-Dimethylcysteine|(S)-2-amino-3-mercapto-3-methylbutanoic acid|DB00859",20200307,20080117,Curation Efforts|Research and Development,NULL
46508306,5333,DrugBank,DB00259,sulfanilamide|Sulphanilamide|Sulfamine|Prontosil Album|Streptocide|p-Aminobenzenesulfonamide|p-Aminobenzenesulfamide|4-azanylbenzenesulfonamide|para-aminobenzenesulfonamide|4-aminobenzene sulfonic acid amide|DB00259|SA,20210728,20080117,Curation Efforts|Research and Development,NULL
46508307,,DrugBank,DB02681,"DB02681|2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",20200307,20080117,Curation Efforts|Research and Development,NULL
46508308,448372,DrugBank,DB01840,2-DEOXY-D-GLUCITOL 6-(E)-VINYLHOMOPHOSPHONATE|DB01840,20200307,20080117,Curation Efforts|Research and Development,NULL
46508309,3034010,DrugBank,DB01083,orlistat|Tetrahydrolipstatin|Orlipastat|(-)-Tetrahydrolipstatin|DB01083,20200307,20080117,Curation Efforts|Research and Development,NULL
46508310,446958,DrugBank,DB02802,DB02802|3-(alpha-D-galactopyranosyloxy)-5-nitrobenzamide|5-AMINOCARBONYL-3-NITROPHENYL-ALPHA-D-GALACTOPYRANOSE,20200307,20080117,Curation Efforts|Research and Development,NULL
46508311,5463858,DrugBank,DB01512,HYDROMORPHINOL|DB01512,20200307,20080117,Curation Efforts|Research and Development,NULL
46508312,447733,DrugBank,DB02398,DB02398|6-[N-(4-(AMINOMETHYL)PHENYL)CARBAMYL]-2-NAPHTHALENECARBOXAMIDINE,20200307,20080117,Curation Efforts|Research and Development,NULL
46508313,2895,DrugBank,DB00924,"cyclobenzaprine|DB00924|(3-Dibenzo[a,d]cyclohepten-5-ylidene-propyl)-dimethyl-amine|N,N-Dimethyl-5H-dibenzo(a,d)cycloheptene-delta5,gamma-propylamine",20200307,20080117,Curation Efforts|Research and Development,NULL
46508314,3151,DrugBank,DB01184,"domperidone|DB01184|5-Chloro-1-(1-(3-(2-oxo-1-benzimidazolinyl)propyl)-4-piperidyl)-2-benzimidazolinone|1-(3-(4-(5-chloro-2-oxo-2,3-dihydrobenzo[d]imidazol-1-yl)piperidin-1-yl)propyl)-1H-benzo[d]imidazol-2(3H)-one|5-chloro-1-(1-(3-(2-oxo-2,3-dihydrobenzo[d]imidazol-1-yl)propyl)piperidin-4-yl)-1H-benzo[d]imidazol-2(3H)-one|5-Chloro-1-{1-[3-(2-oxo-2,3-dihydro-benzoimidazol-1-yl)-propyl]-piperidin-4-yl}-1,3-dihydro-benzoimidazol-2-one",20200307,20080117,Curation Efforts|Research and Development,NULL
46508315,49866866,DrugBank,DB02006,BR-COELENETERAZINE|DB02006,20210728,20080117,Curation Efforts|Research and Development,NULL
46508316,17754161,DrugBank,DB02364,DB02364|2-Amino-3-(Diethoxy-Phosphoryloxy)-Propionic Acid,20200307,20080117,Curation Efforts|Research and Development,NULL
46508317,444617,DrugBank,DB02583,"DB02583|N6-(2,5-DIMETHOXY-BENZYL)-N6-METHYL-PYRIDO[2,3-D]PYRIMIDINE-2,4,6-TRIAMINE",20200307,20080117,Curation Efforts|Research and Development,NULL
46508318,135398604,DrugBank,DB02015,Dihydrofolic acid|DB02015,20200307,20080117,Curation Efforts|Research and Development,NULL
46508319,4211,DrugBank,DB00648,mitotane|DB00648,20210728,20080117,Curation Efforts|Research and Development,NULL
46508320,446274,DrugBank,DB03270,"2,6-DIFLUOROBENZENESULFONAMIDE|DB03270",20210728,20080117,Curation Efforts|Research and Development,NULL
46508321,10518,DrugBank,DB01354,Heptabarbital|Heptabarb|Heptabarbitone|DB01354,20200307,20080117,Curation Efforts|Research and Development,NULL
46508322,51351657,DrugBank,DB03317,ferroheme c|heme C|DB03317,20210728,20080117,Curation Efforts|Research and Development,NULL
46508323,4449,DrugBank,DB01149,"nefazodone|DB01149|1-(3-(4-(m-Chlorophenyl)-1-piperazinyl)propyl)-3-ethyl-4-(2-phenoxyethyl)-delta2-1,2,4-triazolin-5-one",20200307,20080117,Curation Efforts|Research and Development,NULL
46508324,447476,DrugBank,DB03159,CRA_8696|DB03159,20200307,20080117,Curation Efforts|Research and Development,NULL
46508325,2381,DrugBank,DB00810,biperiden|alpha-5-Norbornen-2-yl-alpha-phenyl-1-piperidinepropanol|DB00810|alpha-bicyclo[2.2.1]hept-5-en-2-yl-alpha-phenyl-1-piperidinepropanol|1-Bicyclo[2.2.1]hept-5-en-2-yl-1-phenyl-3-piperidin-1-yl-propan-1-ol,20210728,20080117,Curation Efforts|Research and Development,NULL
46508326,13711,DrugBank,DB02594,2'-deoxycytidine|dCYD|Deoxyribose cytidine|DB02594|1-(2-deoxy-.beta.-d-ribofuranosyl)cytosine|DC|4-amino-1-(2-deoxy-.beta.-d-erythro-pentofuranosyl)-2(1h)-pyrimidinone,20200307,20080117,Curation Efforts|Research and Development,NULL
46508327,3563,DrugBank,DB01476,haloxazolam|DB01476,20200307,20080117,Curation Efforts|Research and Development,NULL
46508328,5459952,DrugBank,DB04277,FRUCTOSE -6-PHOSPHATE|DB04277,20200307,20080117,Curation Efforts|Research and Development,NULL
46508329,6305,DrugBank,DB00150,L-tryptophan|tryptophan|(S)-Tryptophan|L-(-)-Tryptophan|L-beta-3-Indolylalanine|(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid|(S)-alpha-Amino-1H-indole-3-propanoic acid|(S)-alpha-amino-beta-(3-indolyl)-propionic acid|trp|DB00150,20200307,20080117,Curation Efforts|Research and Development,NULL
46508330,439176,DrugBank,DB02282,Methylthioadenosine|5'-methylthioadenosine|5'-S-methyl-5'-thioadenosine|Thiomethyladenosine|Vitamin L2|5-Methylthioadenosine|5'-Deoxy-5'-(methylthio)adenosine|S-methyl-5'-thioadenosine|MTA|DB02282|9-(5-S-methyl-5-thio-beta-D-ribofuranosyl)-9H-purin-6-amine,20200307,20080117,Curation Efforts|Research and Development,NULL
46508331,193344,DrugBank,DB03362,N-Dimethyl-Lysine|DB03362,20200307,20080117,Curation Efforts|Research and Development,NULL
46508333,14463,DrugBank,DB03640,beta-Hydroxyaspartic acid|DB03640,20200307,20080117,Curation Efforts|Research and Development,NULL
46508334,5284627,DrugBank,DB00273,"topiramate|2,3:4,5-Di-O-isopropylidene-beta-D-fructopyranose sulfamate|2,3:4,5-Bis-O-(1-methylethylidene)-beta-D-fructopyranose sulfamate|DB00273|TPM",20200307,20080117,Curation Efforts|Research and Development,NULL
46508335,3690,DrugBank,DB01181,"ifosfamide|Isophosphamide|Iphosphamide|Isofosfamide|isosfamide|DB01181|3-(2-Chloroethyl)-2-((2-chloroethyl)amino)tetrahydro-2H-1,3,2-oxazaphosphorine 2-oxide",20200307,20080117,Curation Efforts|Research and Development,NULL
46508336,61810,DrugBank,DB01550,FENPROPOREX|DB01550,20200307,20080117,Curation Efforts|Research and Development,NULL
46508337,160615,DrugBank,DB01485,"4-Hydroxytestosterone|7alpha-Hydroxytestosterone|4,17beta-Dihydroxy-4-androstene-3-one|4-Androstene-7alpha-17beta-diol-3-one|DB01485",20200307,20080117,Curation Efforts|Research and Development,NULL
46508338,439767,DrugBank,DB04737,(S)-Mandelonitrile|(-)-mandelonitrile|l-mandelonitrile|(S)-(-)-mandelonitrile|(S)-Benzaldehyde cyanohydrin|DB04737,20200307,20080117,Curation Efforts|Research and Development,NULL
46508339,5289611,DrugBank,DB04229,"DB04229|7,10,13-TRI(CARBOXYMETHYL)-5,15-DIOXO-4,7,10,13,16-PENTAAZA-1,19-DITHIANONADECANE",20200307,20080117,Curation Efforts|Research and Development,NULL
46508340,6419228,DrugBank,DB03834,"TAZOBACTAM INTERMEDIATE|DB03834|(3S)-3-(dioxidosulfanyl)-N-[(1Z)-3-oxoprop-1-en-1-yl]-4-(1H-1,2,3-triazol-1-yl)-D-valine",20200307,20080117,Curation Efforts|Research and Development,NULL
46508341,444348,DrugBank,DB01733,L-PHOSPHOLACTATE|DB01733,20200307,20080117,Curation Efforts|Research and Development,NULL
46508342,2540,DrugBank,DB00796,Candesartan cilexetil|DB00796,20200307,20080117,Curation Efforts|Research and Development,NULL
46508343,5288660,DrugBank,DB02247,HYDROLYZED CEPHALOTHIN|DB02247,20200307,20080117,Curation Efforts|Research and Development,NULL
46508344,4201,DrugBank,DB00350,"minoxidil|2,4-Diamino-6-piperidinopyrimidine 3-oxide|DB00350|6-Piperidin-1-ylpyrimidine-2,4-diamine 3-oxide",20200307,20080117,Curation Efforts|Research and Development,NULL
46508345,446833,DrugBank,DB02360,BIS-NAPTHYL BETA-KETOPHOSPHONIC ACID|DB02360,20200307,20080117,Curation Efforts|Research and Development,NULL
46508346,4604,DrugBank,DB03209,Oxonic Acid|Oteracil|5-azaorotic acid|Oxonate|Allantoxanic acid|DB03209,20200307,20080117,Curation Efforts|Research and Development,NULL
46508347,446948,DrugBank,DB03259,"2',6'-DICHLORO-BIPHENYL-2,6-DIOL|DB03259",20200307,20080117,Curation Efforts|Research and Development,NULL
46508348,446306,DrugBank,DB02578,DB02578|GLYCYL-L-ALPHA-AMINO-EPSILON-PIMELYL-D-ALANYL-D-ALANINE|N-[(6S)-6-Carboxy-6-(glycylamino)hexanoyl]-D-alanyl-D-alanine,20200307,20080117,Curation Efforts|Research and Development,NULL
46508349,446761,DrugBank,DB02093,"5-PHOSPHO-D-ARABINOHYDROXAMIC ACID|DB02093|(2R,3R,4S)-2,3,4-Trihydroxy-5-(hydroxyamino)-5-oxopentyl dihydrogen phosphate",20200307,20080117,Curation Efforts|Research and Development,NULL
46508350,17754002,DrugBank,DB03420,"DB03420|2,4-DEOXY-4-GUANIDINO-5-N-ACETYL-NEURAMINIC ACID|(2R,4S,5R,6R)-5-Acetamido-4-(diaminomethylideneamino)-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid",20200307,20080117,Curation Efforts|Research and Development,NULL
46508351,20689,DrugBank,DB04250,BUTYRYLTHIOCHOLINE|DB04250,20200307,20080117,Curation Efforts|Research and Development,NULL
46508352,5287648,DrugBank,DB04197,DESCARBOXY-NOR-N(OMEGA)-HYDROXY-L-ARGININE|DB04197,20200307,20080117,Curation Efforts|Research and Development,NULL
46508353,5746,DrugBank,DB00305,mitomycin C|Mitomycin|Ametycine|Mitocin-C|Mitamycin|7-Amino-9alpha-methoxymitosane|MMC|DB00305,20200307,20080117,Curation Efforts|Research and Development,NULL
46508354,440005,DrugBank,DB04223,NITROARGININE|L-NNA|omega-Nitroarginine|Ngamma-Nitro-L-arginine|N(gamma)-nitro-L-arginine|DB04223,20200307,20080117,Curation Efforts|Research and Development,NULL
46508355,284,DrugBank,DB01942,formic acid|Methanoic acid|Formylic acid|Aminic acid|Bilorin|Hydrogen carboxylic acid|DB01942,20200307,20080117,Curation Efforts|Research and Development,NULL
46508356,447147,DrugBank,DB02590,"Abequose|alpha-abequopyranose|3,6-dideoxy-alpha-D-xylo-hexopyranose|DB02590",20200307,20080117,Curation Efforts|Research and Development,NULL
46508357,445994,DrugBank,DB04303,4-O-METHYL-ALPHA-D-GLUCURONIC ACID|DB04303,20200307,20080117,Curation Efforts|Research and Development,NULL
46508358,4011,DrugBank,DB00934,maprotiline|DB00934,20200307,20080117,Curation Efforts|Research and Development,NULL
46508360,447573,DrugBank,DB01780,Fusicoccin|DB01780,20200307,20080117,Curation Efforts|Research and Development,NULL
46508361,447865,DrugBank,DB01873,"Epothilone D|Desoxyepothilone b|(-)-Desoxyepothilone B|12,13-Desoxyepothilone B|DB01873",20200307,20080117,Curation Efforts|Research and Development,NULL
46508362,4828,DrugBank,DB00960,pindolol|4-(2-Hydroxy-3-isopropylaminopropoxy)-indole|1-(1H-indol-4-yloxy)-3-(isopropylamino)propan-2-ol|DB00960|1-(1H-indol-4-yloxy)-3-[(1-methylethyl)amino]propan-2-ol|1-(1H-indol-4-yloxy)-3-(propan-2-ylamino)-propan-2-ol,20200307,20080117,Curation Efforts|Research and Development,NULL
46508363,135461003,DrugBank,DB04356,9-Deazaguanine|DB04356,20200307,20080117,Curation Efforts|Research and Development,NULL
46508364,446659,DrugBank,DB02066,N7-METHYL-FORMYCIN A|DB02066,20200307,20080117,Curation Efforts|Research and Development,NULL
46508365,446250,DrugBank,DB02971,2-AMINO-4-(2-AMINO-ETHOXY)-BUTYRIC ACID|DB02971,20200307,20080117,Curation Efforts|Research and Development,NULL
46508366,12374,DrugBank,DB02210,"Hexane-1,6-diol|DB02210",20210728,20080117,Curation Efforts|Research and Development,NULL
46508367,152306,DrugBank,DB02548,"Sorbitol 6-phosphate|Sorbitol-6-phosphate|D-glucitol 6-phosphate|D-sorbitol 6-phosphate|D-SORBITOL-6-PHOSPHATE|D-Glucitol, 6-(dihydrogen phosphate)|DB02548",20200307,20080117,Curation Efforts|Research and Development,NULL
46508368,2678,DrugBank,DB00341,cetirizine|DB00341,20200307,20080117,Curation Efforts|Research and Development,NULL
46508369,656966,DrugBank,DB03183,"DB03183|1-(4-AMINOPHENYL)-3,5-DIMETHYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER",20210728,20080117,Curation Efforts|Research and Development,NULL
46508370,6581,DrugBank,DB02579,ACRYLIC ACID|2-Propenoic acid|Propenoic acid|Vinylformic acid|Acroleic acid|Propenoate|Ethylenecarboxylic acid|ACRYLATE|DB02579,20200307,20080117,Curation Efforts|Research and Development,NULL
46508371,135398744,DrugBank,DB00203,"sildenafil|DB00203|1-((3-(4,7-Dihydro-1-methyl-7-oxo-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sulfonyl)-4-methylpiperazine",20200307,20080117,Curation Efforts|Research and Development,NULL
46508372,65359,DrugBank,DB03310,oxiglutatione|glutathione disulfide|GSSG|oxidized glutathione|Glutathione disulphide|DB03310,20200307,20080117,Curation Efforts|Research and Development,NULL
46508373,2783,DrugBank,DB01407,"clenbuterol|(+/-)-clenbuterol|DB01407|4-Amino-3,5-dichloro-alpha-(((1,1-dimethylethyl)amino)methyl)benzenemethanol|4-Amino-alpha-((tert-butylamino)methyl)-3,5-dichlorobenzyl alcohol|1-(4-Amino-3,5-dichloro-phenyl)-2-tert-butylamino-ethanol",20200307,20080117,Curation Efforts|Research and Development,NULL
46508374,5288320,DrugBank,DB01685,"Topiroxostat|DB01685|4-(5-(Pyridin-4-yl)-1h-1,2,4-triazol-3-yl)pyridine-2-carbonitrile",20210728,20080117,Curation Efforts|Research and Development,NULL
46508375,13195,DrugBank,DB03385,4-Methylimidazole|4(5)-Methylimidazole|4-MEI|DB03385,20200307,20080117,Curation Efforts|Research and Development,NULL
46508376,49866821,DrugBank,DB03998,"DB03998|[2-(Methyleneamine)-4-(4-Hydroxy-Benzylidine)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde",20200307,20080117,Curation Efforts|Research and Development,NULL
46508377,6323394,DrugBank,DB04128,"DB04128|5-NITROSO-6-RIBITYL-AMINO-2,4(1H,3H)-PYRIMIDINEDIONE|1-Deoxy-1-[(5-nitroso-2,6-dioxo-1,2,3,6-tetrahydro-4-pyrimidinyl)amino]-D-ribitol",20200307,20080117,Curation Efforts|Research and Development,NULL
46508378,44308490,DrugBank,DB04098,balanol|DB04098,20200307,20080117,Curation Efforts|Research and Development,NULL
46508379,688859,DrugBank,DB04429,4'-Hydroxyflavanone|DB04429,20210728,20080117,Curation Efforts|Research and Development,NULL
46508380,640993,DrugBank,DB04383,L-Valinol|(S)-(+)-2-Amino-3-methyl-1-butanol|(2S)-2-amino-3-methylbutan-1-ol|DB04383,20200307,20080117,Curation Efforts|Research and Development,NULL
46508381,446856,DrugBank,DB03079,DB03079|ALPHA-RIBAZOLE-5'-PHOSPHATE DERIVATIVE,20200307,20080117,Curation Efforts|Research and Development,NULL
46508382,447502,DrugBank,DB02875,CRA_1802|DB02875,20200307,20080117,Curation Efforts|Research and Development,NULL
46508383,17753790,DrugBank,DB02286,DB02286|2-Amino-3-(4-Amino-1h-Indol-3-Yl)Propanoic Acid,20200307,20080117,Curation Efforts|Research and Development,NULL
46508384,17754023,DrugBank,DB01970,"DB01970|HG9A-9, NONANOYL-N-HYDROXYETHYLGLUCAMIDE",20200307,20080117,Curation Efforts|Research and Development,NULL
